,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_DeathID,EffectID,ConsumptionID,SexID,AgeCategoryID,AgeGroupID,DataValueTypeID,DataValueUnitId
111,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,317,317.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
112,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,5,5.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
113,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,645,645.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
114,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,677,677.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
115,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Under 21,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENM,UN21,Age21,AAD,5YEARSAVG
116,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,1124,1124.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
117,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,15,15.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
118,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,151,151.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
119,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,UN21,Age21,AAD,5YEARSAVG
120,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,339,339.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
121,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,448,448.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
122,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,525,525.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
123,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,676,676.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
124,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,8,8.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
125,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Fire injuries,Alcohol-attributable deaths,5 years average,94,94.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,FIREIN,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
126,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,110,110.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
127,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,131,131.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
128,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,17,17.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
129,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
130,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Under 21,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENM,UN21,Age21,AAD,5YEARSAVG
131,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,2,2.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
132,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
133,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,22,22.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENALL,UN21,Age21,AAD,5YEARSAVG
134,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
135,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,25,25.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
136,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Firearm injuries,Alcohol-attributable deaths,5 years average,47,47.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,FIREAR,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
137,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,1121,1121.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,UN21,Age21,AAD,5YEARSAVG
138,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,1154,1154.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
139,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,156,156.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
140,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,1633,1633.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
141,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,2079,2079.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
142,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,3911,3911.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
143,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,484,484.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
144,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,6829,6829.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
145,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,833,833.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
146,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,8462,8462.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
147,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Homicide,Alcohol-attributable deaths,5 years average,965,965.0,,,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Under 21,99,ACUTE,CAT9,HOMICI,HARMEFF,EXCSVE,GENM,UN21,Age21,AAD,5YEARSAVG
148,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,1,1.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
149,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,114,114.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
150,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,124,124.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
151,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,183,183.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
152,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,23,23.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
153,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,241,241.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
154,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,3,3.0,,,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Under 21,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENM,UN21,Age21,AAD,5YEARSAVG
155,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,3,3.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
156,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,365,365.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
157,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,4,4.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENALL,UN21,Age21,AAD,5YEARSAVG
158,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Hypothermia,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,HYPOTH,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
159,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENALL,UN21,Age21,AAD,5YEARSAVG
160,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,136,136.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
161,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,183,183.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
162,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,3,3.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
163,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,30,30.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
164,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
165,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
166,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,47,47.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
167,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,68,68.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
168,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,8,8.0,,,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Under 21,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENM,UN21,Age21,AAD,5YEARSAVG
169,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Motor vehicle nontraffic crashes,Alcohol-attributable deaths,5 years average,9,9.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,99,ACUTE,CAT9,MTVNTR,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
170,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,0,0.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
171,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,115,115.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
172,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,122,122.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
173,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
174,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,2,2.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
175,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
176,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,3,3.0,,,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Under 21,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENM,UN21,Age21,AAD,5YEARSAVG
177,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,3,3.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENALL,UN21,Age21,AAD,5YEARSAVG
178,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,35,35.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
179,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,50,50.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
180,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Occupational and machine injuries,Alcohol-attributable deaths,5 years average,8,8.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,MACHOB,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
181,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Male,Under 21,Under 21,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENM,UN21,Age21,AAD,5YEARSAVG
182,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,0-19,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENALL,OTH,Age1,AAD,5YEARSAVG
183,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Under 21,Under 21,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENALL,UN21,Age21,AAD,5YEARSAVG
184,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,145,145.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
185,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,183,183.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
186,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,3,3.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
187,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,37,37.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
188,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,38,38.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
189,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,40,40.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
190,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,41,41.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
191,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Other road vehicle crashes,Alcohol-attributable deaths,5 years average,54,54.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,99,ACUTE,CAT9,ORVACC,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
192,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Water transport,Alcohol-attributable deaths,5 years average,1,1.0,,,Harmful Effects,Excessive Alcohol Use,Female,Under 21,Under 21,99,ACUTE,CAT9,WATTRA,HARMEFF,EXCSVE,GENF,UN21,Age21,AAD,5YEARSAVG
193,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Water transport,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,99,ACUTE,CAT9,WATTRA,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
194,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Water transport,Alcohol-attributable deaths,5 years average,16,16.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,99,ACUTE,CAT9,WATTRA,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
195,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Water transport,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,99,ACUTE,CAT9,WATTRA,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
196,2015,2019,US,United States,ARDI,Acute,Other Acute Causes,Water transport,Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,99,ACUTE,CAT9,WATTRA,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
